,"Weekend - Level 1 - Diversified (Average) of 1,200 EVs"
1180,0.7022666666666637
1181,0.7083999999999969
1182,0.7114666666666636
1183,0.7114666666666636
1184,0.7022666666666637
1185,0.699199999999997
1186,0.7083999999999969
1187,0.7022666666666637
1188,0.7053333333333303
1189,0.7053333333333303
1190,0.7083999999999969
1191,0.7083999999999969
1192,0.7022666666666637
1193,0.7022666666666637
1194,0.7053333333333303
1195,0.7083999999999969
1196,0.7053333333333303
1197,0.7114666666666636
1198,0.7022666666666637
1199,0.699199999999997
1200,0.6930666666666638
1201,0.6899999999999972
1202,0.6746666666666641
1203,0.6777333333333306
1204,0.6685333333333308
1205,0.6685333333333308
1206,0.6715999999999974
1207,0.6685333333333308
1208,0.6715999999999974
1209,0.6715999999999974
1210,0.6777333333333306
1211,0.6715999999999974
1212,0.6746666666666641
1213,0.6930666666666638
1214,0.6869333333333305
1215,0.6961333333333304
1216,0.699199999999997
1217,0.6930666666666638
1218,0.6961333333333304
1219,0.6930666666666638
1220,0.6899999999999972
1221,0.6869333333333305
1222,0.683866666666664
1223,0.6777333333333306
1224,0.6777333333333306
1225,0.683866666666664
1226,0.6899999999999972
1227,0.683866666666664
1228,0.683866666666664
